user_id,age,gender,city_level,monthly_consumption,shopping_frequency,product_diversity,high_value_purchase_history,average_browse_time,promotion_participation,favorites_count,friends_count,sharing_times,purchase_high_value_probability
1095,22,0,3,1945,6,20,0,536,23,78,441,52,1
1096,53,0,2,6686,0,21,0,926,18,12,157,1,0
1097,43,0,4,2101,4,6,1,534,26,90,51,69,1
1098,63,0,4,4703,10,26,1,602,1,86,112,59,1
1099,22,1,4,6570,14,31,0,484,0,8,153,91,0
1100,59,0,1,8697,1,30,1,501,39,84,278,4,0
1101,46,1,2,9000,2,10,1,578,34,26,325,96,0
1102,42,1,3,1391,3,3,0,940,5,42,155,95,0
1103,18,0,1,7351,1,36,1,241,50,32,56,97,0
1104,59,1,2,4464,14,34,0,440,18,6,342,52,1
1105,34,0,2,4084,10,31,1,901,11,58,303,31,1
1106,29,1,4,8856,15,40,1,228,4,81,16,30,1
1107,21,1,3,5070,19,50,0,973,31,27,31,95,0
1108,69,0,4,1449,17,26,0,193,47,57,224,67,0
1109,49,1,4,7646,3,9,0,1000,5,17,46,9,1
1110,35,1,1,4324,7,21,1,52,47,22,399,42,0
1111,21,0,4,5376,13,5,1,215,32,82,68,6,0
1112,26,0,1,1613,8,11,1,99,50,28,45,55,0
1113,39,1,4,6644,7,42,0,879,41,17,16,6,1
1114,22,0,1,9556,0,24,0,827,38,62,137,53,0
1115,58,1,4,2166,8,23,1,960,25,13,470,4,1
1116,46,0,4,2195,4,22,1,625,36,99,351,23,0
1117,56,0,4,5152,5,17,0,921,31,27,420,30,0
1118,29,0,2,7564,11,9,1,483,8,99,294,58,0
1119,40,1,2,9261,1,1,1,838,48,100,439,100,0
1120,64,0,1,3668,13,35,0,620,36,9,189,49,1
1121,36,0,3,8559,17,25,1,21,19,90,198,12,1
1122,37,1,4,5265,6,17,1,246,48,22,114,47,0
1123,37,0,1,6137,10,16,0,163,48,7,252,31,0
1124,69,0,2,2256,7,3,0,474,7,45,82,69,1
1125,60,1,1,5960,11,1,1,702,4,63,386,53,1
1126,40,0,1,3091,4,30,0,93,22,53,123,50,0
1127,43,1,4,6375,0,6,0,343,7,51,223,95,0
1128,19,0,3,9265,19,40,0,658,16,23,496,54,0
1129,57,1,4,7113,1,2,1,512,35,100,68,53,1
1130,67,1,2,2486,16,13,0,711,37,11,76,35,1
1131,31,1,3,8141,10,44,1,636,34,57,214,18,0
1132,53,0,4,6460,5,45,1,898,3,39,357,3,0
1133,27,1,3,9130,11,32,0,806,8,2,327,14,0
1134,24,1,1,9518,13,28,0,422,20,87,27,47,1
1135,70,0,1,7789,8,10,0,496,3,69,409,64,1
1136,54,0,4,6875,14,33,1,448,41,35,470,30,1
1137,29,1,4,1358,2,44,0,626,2,91,265,86,1
1138,45,0,2,5677,4,48,0,678,47,4,493,42,1
1139,36,1,4,9107,15,6,1,549,13,93,365,44,1
1140,27,0,1,9847,10,11,0,823,25,39,437,47,0
1141,67,0,2,6050,9,10,1,16,0,1,272,90,0
1142,68,0,4,7224,9,39,1,524,24,2,179,97,1
1143,40,0,1,6700,2,8,0,101,21,38,491,62,0
1144,23,1,2,2317,4,46,0,971,22,63,80,19,1
1145,48,1,1,9160,1,20,1,651,47,79,105,66,0
1146,28,0,4,6255,4,1,0,730,46,69,11,31,0
1147,19,0,3,3189,4,28,0,224,49,42,16,73,1
1148,44,0,2,8139,13,9,1,453,25,6,184,10,1
1149,50,1,4,6199,10,22,1,963,47,80,87,60,1
1150,38,1,4,3925,18,49,0,247,39,12,0,57,0
1151,37,0,1,7063,4,31,0,929,43,63,397,16,1
1152,48,0,2,4714,7,14,0,622,1,16,329,30,1
1153,41,1,3,5444,9,18,0,455,32,13,229,26,0
1154,39,1,3,4412,18,49,0,139,32,15,372,61,0
1155,20,1,1,6722,16,38,1,732,8,46,335,41,1
1156,43,0,4,9992,1,6,1,686,32,74,393,87,0
1157,61,0,3,9939,1,41,1,214,44,43,261,38,1
1158,51,0,1,4608,14,48,0,167,26,90,328,75,1
1159,46,1,4,9073,20,21,0,446,25,89,241,46,0
1160,66,1,2,7635,2,10,1,194,10,53,333,26,1
1161,28,1,3,2278,14,48,0,67,23,43,358,88,1
1162,68,1,4,4764,19,5,0,584,38,50,189,34,1
1163,57,1,1,4255,18,42,0,998,43,40,173,43,1
1164,44,0,2,4793,17,27,1,192,21,60,187,41,1
1165,20,1,4,5353,5,21,0,391,3,79,169,37,0
1166,21,0,4,1166,1,32,0,532,2,56,297,0,1
1167,65,1,4,5827,4,45,0,348,10,18,121,54,1
1168,53,1,1,6954,10,21,0,761,32,29,30,95,1
1169,44,1,2,2626,14,11,1,953,11,62,186,28,0
1170,38,1,2,3365,9,3,0,37,11,51,101,4,0
1171,44,0,4,9140,9,35,0,409,7,3,440,80,0
1172,61,0,4,4125,14,13,0,395,8,65,31,82,1
1173,36,1,4,5653,3,31,0,468,27,43,25,10,0
1174,70,1,1,9377,11,12,1,27,11,12,140,0,0
1175,61,0,4,4635,2,41,1,671,4,79,136,100,0
1176,43,1,2,2382,16,33,1,36,5,3,481,51,0
1177,32,1,3,9469,17,4,1,328,2,32,48,97,0
1178,42,0,3,4192,20,1,1,476,27,86,139,19,1
1179,35,0,1,8110,6,48,1,625,13,70,362,12,0
1180,49,1,1,3595,0,26,0,9,30,41,87,4,1
1181,57,1,4,9917,0,21,0,694,5,94,178,79,0
1182,34,0,4,3602,7,27,1,828,41,92,361,94,0
1183,62,0,3,6587,8,17,0,711,28,89,136,50,1
1184,45,0,1,3058,4,32,0,599,5,72,312,32,1
1185,61,0,4,8834,20,10,0,504,1,25,463,32,0
1186,21,1,2,4740,14,39,0,475,9,12,382,51,1
1187,65,0,4,6239,15,10,1,462,10,17,328,32,1
1188,27,1,4,9057,0,16,1,267,48,18,37,49,0
1189,52,1,2,3516,3,10,1,750,9,59,496,93,1
1190,33,0,1,7661,2,25,1,373,5,59,320,22,0
1191,36,1,2,1162,9,38,0,125,10,69,472,85,1
1192,45,0,3,6393,4,43,1,423,34,65,234,4,0
1193,31,0,2,8902,0,23,1,99,13,66,384,73,1
1194,31,0,2,5630,15,19,0,331,30,41,86,1,1
1195,68,1,1,5880,15,32,1,712,30,45,238,43,1
1196,70,0,1,5325,3,18,0,763,10,2,57,21,1
1197,20,1,3,3415,2,31,1,971,18,79,217,17,1
1198,44,1,3,2189,2,40,1,979,26,31,38,54,0
1199,43,0,3,6963,4,5,1,88,50,6,180,72,0
1200,51,0,1,9773,7,38,0,255,38,13,39,43,0
1201,33,0,1,8079,18,32,0,811,46,21,435,99,1
1202,41,1,1,6459,2,40,0,755,49,29,146,42,0
1203,29,1,3,9267,12,31,0,107,23,87,95,78,1
1204,21,0,2,1579,1,15,0,474,24,30,372,61,1
1205,68,1,2,8049,19,38,1,725,47,76,244,1,1
1206,20,0,1,9546,2,42,1,523,18,8,404,72,0
1207,61,1,4,1087,15,10,1,659,43,0,321,26,1
1208,59,1,1,8674,13,1,0,174,36,57,120,89,0
1209,21,0,3,8509,20,1,1,232,7,3,133,3,0
1210,18,1,3,8297,5,23,0,442,16,19,252,44,1
1211,39,1,3,9666,15,34,1,109,36,61,329,98,0
1212,36,0,1,8441,12,44,0,886,2,65,162,38,1
1213,27,0,3,9104,11,14,0,537,48,81,189,85,0
1214,68,1,1,3800,14,18,1,829,41,5,33,63,0
1215,29,0,4,5815,4,37,1,29,49,82,159,77,1
1216,65,1,3,3617,20,32,1,275,0,73,151,21,1
1217,28,1,4,7511,4,45,0,175,35,33,361,6,1
1218,41,0,1,6779,19,33,0,925,28,12,19,43,1
1219,38,1,2,9926,16,28,1,366,43,19,22,91,0
1220,42,0,3,3088,6,7,1,140,48,38,315,15,1
1221,20,0,1,1855,15,36,0,94,26,63,79,17,1
1222,53,1,4,8394,19,47,1,355,49,68,289,5,1
1223,36,1,1,4825,10,18,0,337,3,84,89,21,1
1224,32,1,3,9821,5,46,0,324,19,48,173,26,0
1225,18,1,3,9736,11,1,0,888,25,46,322,54,1
1226,69,1,1,4319,3,27,1,335,40,61,310,56,0
1227,58,1,4,2266,6,25,1,522,44,25,333,47,0
1228,47,1,1,5073,13,37,1,824,33,89,142,30,0
1229,23,0,4,5295,18,30,1,33,8,14,292,30,0
1230,25,0,3,8180,20,30,1,465,22,36,425,20,1
1231,52,1,3,6538,2,5,0,42,13,97,21,83,1
1232,21,0,1,6850,18,40,1,161,35,71,476,63,0
1233,60,0,3,3942,15,8,0,385,8,71,21,37,0
1234,38,1,2,9908,10,26,0,637,13,98,249,31,1
1235,34,1,1,5625,20,2,1,672,45,55,409,50,1
1236,38,1,1,4174,14,2,0,317,28,36,358,90,0
1237,19,0,2,5835,5,26,0,397,1,87,282,2,0
1238,53,0,3,1033,6,44,1,239,43,91,376,89,0
1239,44,0,4,9001,16,12,1,545,7,31,73,1,1
1240,35,0,1,6956,0,50,1,691,29,47,405,2,1
1241,35,0,4,9173,7,9,1,145,50,81,220,13,1
1242,21,1,4,6028,6,35,0,104,47,1,270,100,1
1243,48,0,3,8683,12,23,0,543,8,69,42,24,0
1244,20,1,2,9815,14,11,1,305,33,82,355,31,0
1245,25,1,4,4626,4,43,1,476,12,24,116,42,0
1246,44,0,1,3494,6,27,0,59,6,88,437,0,1
1247,55,1,2,8896,3,43,0,731,4,25,450,45,1
1248,29,0,2,2983,5,16,0,791,30,69,263,1,1
1249,53,0,3,3822,12,16,1,294,8,42,147,84,0
1250,67,0,4,5054,18,2,0,148,27,91,460,89,0
1251,30,1,3,5608,13,48,0,630,16,19,495,3,0
1252,67,0,2,4220,9,43,1,423,39,2,159,3,1
1253,29,1,1,3260,5,27,1,680,34,78,328,13,0
1254,54,1,4,5286,7,8,1,73,49,18,72,84,1
1255,22,1,4,8857,19,11,0,796,14,37,466,79,0
1256,62,1,1,4848,2,20,1,902,41,13,202,95,0
1257,64,1,1,4887,12,1,1,357,0,45,34,18,1
1258,38,0,2,3516,16,41,1,838,10,65,294,70,1
1259,67,1,3,3244,14,5,1,944,30,9,15,81,1
1260,27,1,1,4446,4,28,0,127,34,16,85,34,0
1261,53,1,2,2164,13,17,1,990,25,42,57,31,1
1262,20,1,4,4621,14,3,0,49,5,21,273,60,1
1263,49,1,2,9792,18,23,1,572,10,80,321,3,0
1264,23,1,1,8239,6,42,1,148,17,79,287,29,0
1265,24,0,4,6712,19,26,1,625,14,35,144,39,1
1266,26,0,3,2491,14,12,1,22,9,32,491,2,1
1267,42,0,4,7438,6,42,0,65,24,26,307,3,0
1268,21,1,4,7081,17,41,1,99,27,15,182,57,0
1269,39,0,2,7539,13,14,1,790,28,40,441,74,1
1270,55,1,3,5283,13,25,0,252,40,0,90,21,1
1271,29,0,3,9118,11,41,0,34,26,45,14,70,0
1272,33,1,4,5185,1,17,0,701,49,88,206,89,0
1273,19,1,1,3167,18,26,1,618,43,39,8,53,0
1274,22,1,4,7429,12,15,1,300,36,85,426,91,0
1275,23,1,2,1613,17,26,0,299,49,11,145,95,0
1276,60,1,1,8720,5,44,1,396,25,35,24,80,0
1277,36,0,4,2134,15,9,1,612,50,68,316,26,1
1278,59,0,4,6813,18,3,0,172,37,22,399,94,0
1279,53,1,2,4155,5,6,0,85,48,85,146,99,1
1280,45,0,4,2793,5,24,1,378,34,86,216,39,1
1281,59,0,3,7370,13,40,0,604,15,65,343,90,0
1282,37,0,1,4573,7,37,0,537,23,91,235,44,0
1283,27,0,3,9852,15,27,1,474,8,87,132,54,1
1284,19,0,1,1747,11,27,1,337,44,15,233,29,1
1285,45,1,1,2676,9,3,0,868,16,20,83,2,0
1286,50,0,4,5398,14,1,1,8,36,100,133,42,0
1287,45,0,4,9209,4,41,0,874,12,9,133,55,0
1288,54,1,1,7199,11,20,0,557,48,6,205,23,0
1289,27,1,2,1366,18,46,0,714,19,44,144,5,1
1290,53,1,2,3390,9,22,1,751,39,28,363,32,0
1291,64,0,1,6398,16,24,1,248,47,64,295,57,1
1292,40,0,2,8360,10,18,0,533,40,81,290,0,0
1293,20,0,2,1902,1,49,1,156,14,26,381,61,1
1294,66,0,1,5675,2,37,0,369,34,46,64,15,1
1295,39,0,3,2986,18,27,1,308,44,99,142,81,0
1296,22,0,4,6207,8,31,1,253,12,26,346,64,0
1297,42,0,3,6769,18,36,0,227,13,33,0,38,0
1298,21,1,2,2797,16,15,0,318,16,68,369,60,1
1299,38,1,1,5683,16,20,1,320,1,64,486,67,1
1300,49,1,1,4308,5,15,1,318,4,68,44,8,1
1301,66,1,3,8475,19,29,1,642,27,69,159,59,0
1302,56,1,3,8876,8,10,1,744,30,14,66,27,0
1303,26,1,1,5731,11,8,0,673,39,35,288,32,0
1304,49,1,1,5959,17,27,0,966,42,40,490,41,1
1305,64,0,2,6251,8,29,1,458,19,19,497,61,0
1306,64,0,3,4725,18,31,1,666,8,52,282,91,0
1307,34,1,2,6928,6,9,0,726,7,20,385,97,0
1308,41,0,1,9390,13,30,0,880,14,85,148,96,1
1309,49,1,1,4387,20,45,0,731,42,57,342,58,0
1310,20,1,2,9632,0,50,0,114,49,24,51,89,1
1311,26,1,3,2534,9,50,0,144,21,16,373,20,1
1312,58,1,4,3943,12,42,1,626,30,53,403,14,0
1313,46,1,2,1687,6,11,0,396,40,1,374,73,0
1314,25,1,2,3784,2,47,1,646,21,24,111,91,0
1315,30,0,4,6334,2,32,0,557,50,60,81,96,0
1316,33,0,4,7690,14,29,0,761,12,91,299,22,0
1317,39,1,2,6300,0,2,1,120,26,63,124,5,0
1318,46,1,3,2447,12,25,0,30,6,47,329,8,0
1319,37,0,1,6908,1,25,1,94,3,65,149,45,0
1320,36,1,4,3651,8,35,1,362,38,75,393,18,1
1321,19,0,4,9782,10,4,0,560,27,85,324,66,1
1322,51,1,1,7552,1,50,0,966,43,65,86,69,1
1323,23,1,1,3122,14,33,0,241,35,97,266,27,0
1324,63,0,2,5961,0,25,1,420,29,40,378,12,1
1325,20,0,4,7089,17,9,1,828,30,7,127,98,0
1326,59,0,4,9483,13,43,0,42,5,69,161,12,1
1327,57,1,2,3962,4,20,1,459,4,72,36,58,0
1328,64,0,1,2127,1,42,1,742,3,28,274,40,0
1329,53,1,2,6468,10,44,0,686,41,34,386,31,0
1330,29,1,4,7719,17,20,1,467,41,58,57,61,0
1331,23,0,3,4293,18,5,1,605,5,40,432,47,0
1332,68,0,1,9445,20,15,0,828,30,72,469,74,0
1333,53,1,1,7351,18,45,0,461,16,29,171,10,0
1334,59,1,4,9876,16,18,0,477,35,15,277,31,0
1335,30,1,2,9682,0,41,0,927,13,36,400,40,1
1336,68,1,3,5243,18,21,0,325,43,60,360,29,1
1337,26,1,3,5524,1,48,0,1,36,37,130,9,1
1338,64,0,1,9386,17,43,0,558,31,19,254,21,0
1339,45,0,2,5452,0,24,0,249,14,48,479,71,1
1340,68,1,1,3102,3,3,0,924,41,19,86,87,0
1341,27,0,1,8617,10,1,1,822,8,76,337,27,0
1342,42,1,3,1574,20,7,0,351,6,71,288,75,0
1343,27,1,3,5449,3,23,1,715,9,56,156,22,0
1344,47,1,2,4923,11,3,1,367,46,73,38,66,1
1345,54,1,4,5658,15,13,1,256,47,58,315,26,0
1346,42,1,3,2287,6,3,1,481,42,49,154,98,0
1347,20,0,4,8548,9,21,1,500,26,3,210,0,1
1348,70,1,3,3231,4,2,0,442,28,12,176,20,1
1349,70,1,1,5558,5,47,1,149,35,81,248,7,1
1350,27,1,3,4452,10,17,1,600,1,12,98,37,0
1351,22,1,4,1385,19,33,0,993,47,10,298,90,0
1352,34,0,3,1628,9,39,1,465,20,82,438,90,0
1353,37,1,3,8789,19,18,0,474,10,63,368,98,1
1354,54,0,1,7167,3,44,0,293,23,38,156,22,1
1355,46,1,4,4107,4,38,1,848,29,64,450,77,0
1356,42,0,2,7916,11,37,0,419,1,96,263,73,0
1357,57,0,4,1861,9,8,0,485,19,24,43,94,0
1358,35,0,4,8575,13,19,1,133,44,66,371,33,1
1359,46,0,2,4573,19,9,0,984,49,31,50,45,1
1360,56,1,2,4924,3,41,1,963,49,66,308,57,0
1361,63,1,2,7987,2,17,1,136,20,55,78,46,0
1362,28,1,3,7499,14,26,0,801,12,25,491,70,0
1363,68,0,2,3019,6,24,1,479,38,83,232,73,0
1364,33,0,2,6538,12,32,0,785,42,73,356,13,1
1365,56,1,2,4363,17,38,0,546,22,46,441,14,0
1366,69,0,3,8270,17,17,0,865,4,19,260,84,0
1367,70,0,3,2458,0,24,1,171,22,55,266,36,0
1368,26,1,2,7708,18,48,1,793,43,56,63,12,0
1369,23,1,1,1139,5,42,1,839,19,72,71,100,1
1370,30,1,2,5850,4,16,1,925,14,92,144,46,1
1371,50,0,2,8212,9,33,1,974,45,13,340,27,0
1372,36,1,4,8029,3,36,0,995,0,99,285,89,1
1373,22,1,3,2763,4,10,1,385,36,92,39,85,0
1374,38,1,2,3585,11,29,0,997,35,69,437,4,1
1375,42,0,2,3356,8,26,0,368,41,58,322,95,1
1376,46,0,4,2909,4,44,1,627,32,92,241,92,0
1377,27,0,3,3852,12,47,1,810,37,23,281,5,1
1378,56,0,4,9425,3,23,1,727,44,83,17,5,0
1379,24,0,4,4864,7,45,0,816,23,86,275,11,1
1380,61,0,2,2341,0,7,1,816,37,9,335,78,1
1381,38,1,4,5058,9,46,0,418,9,50,232,5,1
1382,48,0,2,6156,20,4,0,932,26,30,24,90,0
1383,22,1,3,8690,8,43,0,224,17,83,366,90,1
1384,52,1,2,4302,0,39,1,217,22,92,278,14,0
1385,45,0,2,4776,1,26,1,768,34,32,453,30,0
1386,42,1,2,1955,6,5,0,171,17,19,292,100,0
1387,43,0,4,5774,3,38,0,832,43,96,330,15,0
1388,33,0,4,7901,8,33,1,673,10,32,436,38,0
1389,43,1,2,1017,20,48,1,211,18,41,362,67,1
1390,52,1,2,4722,12,38,0,926,48,25,294,33,1
1391,54,1,2,6493,7,4,1,613,44,21,123,35,0
1392,51,0,2,2824,12,50,1,869,40,85,237,20,0
1393,60,1,4,7600,12,40,0,873,47,0,326,69,0
1394,47,0,3,9630,2,36,0,801,23,95,53,13,0
1395,53,0,3,6162,18,13,1,74,13,10,454,11,0
1396,63,0,2,1566,4,25,0,916,9,58,489,69,0
1397,68,1,1,5956,0,26,1,425,9,83,494,70,1
1398,46,0,4,6020,1,26,0,479,11,73,11,18,1
1399,62,0,3,2279,9,5,0,532,2,58,311,37,0
1400,44,1,2,3314,12,15,1,834,26,87,244,76,1
1401,65,0,2,8384,18,15,0,886,27,2,407,23,1
1402,57,1,4,2210,9,28,0,595,24,24,474,99,0
1403,54,0,3,8712,16,24,0,70,22,45,166,38,1
1404,22,1,1,1746,15,14,0,526,46,28,239,91,0
1405,42,0,1,3024,8,4,0,104,43,88,246,29,0
1406,49,0,3,7920,0,20,1,3,7,95,290,40,0
1407,53,1,2,8018,9,14,0,349,46,57,464,3,0
1408,52,1,3,9126,7,19,1,698,20,56,109,58,0
1409,69,1,1,7011,10,8,1,31,16,8,479,100,1
1410,33,1,2,1056,1,50,1,136,41,54,123,13,0
1411,47,0,4,5151,15,23,1,756,47,29,280,49,0
1412,42,1,3,1761,5,50,1,408,26,84,253,27,0
1413,31,0,4,7563,17,16,1,144,29,41,351,96,0
1414,47,0,4,1657,17,20,1,787,33,9,380,100,1
1415,21,0,2,3137,17,41,1,4,5,88,447,31,0
1416,32,1,2,6863,12,3,1,611,14,11,45,49,0
1417,19,0,3,7562,11,18,1,406,48,95,374,17,1
1418,22,1,2,1764,14,30,1,737,20,18,157,89,1
1419,32,0,2,8750,3,17,0,896,36,84,481,10,1
1420,59,0,4,4021,11,8,1,623,24,27,480,98,1
1421,43,0,1,5410,12,9,1,773,19,68,462,47,0
1422,31,0,3,5239,11,11,0,550,36,95,422,3,0
1423,62,1,4,3060,15,44,1,248,43,67,323,39,1
1424,56,1,1,3093,8,34,0,751,19,19,340,2,0
1425,62,0,4,5937,2,7,1,242,33,42,312,79,1
1426,56,1,4,6679,8,18,1,315,0,40,167,15,0
1427,67,0,1,9312,11,38,1,6,8,13,218,32,0
1428,23,0,3,4908,4,20,1,223,50,57,148,31,1
1429,63,1,1,9409,17,42,1,289,48,78,201,71,0
1430,32,1,1,2109,10,28,0,601,36,80,389,6,0
1431,48,1,2,9067,6,15,0,681,48,96,282,48,1
1432,67,1,1,7552,1,47,0,918,40,39,121,95,0
1433,19,0,1,9835,1,43,0,206,22,27,412,18,0
1434,36,0,2,5541,15,43,1,851,13,84,270,50,1
1435,69,1,4,5867,14,27,0,556,36,37,4,43,1
1436,20,1,3,6939,9,43,0,742,48,76,181,52,1
1437,55,1,4,2895,10,8,0,628,46,46,9,84,1
1438,59,1,4,9160,8,33,0,458,27,46,205,84,1
1439,45,1,3,2279,13,28,1,951,35,22,205,56,1
1440,57,0,3,1524,1,15,1,831,48,29,40,51,0
1441,30,0,3,3550,2,34,0,279,42,36,294,59,0
1442,60,1,2,6929,14,40,0,132,2,64,222,37,1
1443,59,1,2,2973,4,4,1,520,40,96,320,74,1
1444,24,1,3,6702,9,48,1,601,27,85,76,70,1
1445,61,0,3,5423,2,18,1,528,35,87,145,4,1
1446,24,0,2,9582,10,39,1,759,38,61,415,22,1
1447,64,0,4,4986,17,45,0,539,50,14,452,37,0
1448,19,1,3,3965,11,19,1,580,15,98,180,75,1
1449,66,1,4,2048,19,19,0,137,5,58,114,16,0
1450,66,0,2,8645,17,15,0,796,18,22,380,36,1
1451,27,0,1,5257,12,22,0,870,46,26,498,15,1
1452,29,0,4,8843,17,50,1,855,30,6,156,60,1
1453,44,0,2,2177,0,15,1,171,39,80,61,57,0
1454,58,0,2,1166,8,16,1,955,17,35,249,33,0
1455,57,0,1,6090,13,46,0,43,45,91,283,84,1
1456,29,0,4,3350,5,33,1,350,13,10,127,92,1
1457,35,0,2,9248,4,19,0,649,18,59,307,23,0
1458,18,0,2,8496,13,42,0,34,48,95,415,35,0
1459,67,0,1,7239,13,3,0,267,3,22,285,22,1
1460,29,0,3,9696,4,39,1,292,22,62,447,45,1
1461,34,1,1,1159,15,48,1,308,24,41,406,61,1
1462,62,0,1,2040,12,35,1,747,12,66,225,48,1
1463,37,1,1,5617,13,34,1,330,7,78,471,92,0
1464,34,0,1,3060,17,12,1,202,33,57,321,5,1
1465,39,1,2,6482,18,27,1,761,35,10,385,65,0
1466,55,0,2,2787,15,1,1,624,44,64,18,60,1
1467,55,0,4,1000,16,26,0,552,4,46,487,26,1
1468,64,1,3,7121,19,12,0,633,45,7,249,38,1
1469,56,0,4,6553,18,40,1,461,15,76,498,58,0
1470,36,1,1,3634,6,15,0,864,22,77,478,0,0
1471,45,0,4,8628,19,42,1,472,14,92,160,18,1
1472,60,0,4,7589,1,15,1,239,2,44,102,42,0
1473,57,1,3,4461,1,31,1,184,48,56,52,38,0
1474,68,0,1,2684,7,4,0,93,37,0,34,50,1
1475,69,0,4,5579,12,31,0,376,16,96,393,82,1
1476,36,1,4,1865,18,30,0,479,37,8,271,43,0
1477,61,1,2,4195,3,43,0,877,6,1,175,23,1
1478,41,0,1,1560,3,31,0,293,13,82,381,7,0
1479,48,1,1,3245,6,43,1,354,27,78,292,41,1
1480,31,0,4,9129,9,21,1,129,9,16,104,19,1
1481,47,0,2,3195,3,10,0,661,13,8,49,82,0
1482,21,1,2,8048,5,32,1,292,39,80,34,33,1
1483,56,0,4,5838,17,16,1,319,35,53,373,43,1
1484,69,0,2,3390,4,23,1,672,28,72,438,31,1
1485,42,0,1,8696,18,10,0,629,14,90,293,61,0
1486,70,1,1,2324,5,40,0,647,49,9,121,78,0
1487,23,1,3,2397,1,16,1,627,0,27,192,64,0
1488,37,1,2,9755,15,34,1,218,44,31,124,87,1
1489,63,0,1,5275,8,2,1,539,8,85,316,70,1
1490,69,1,4,9285,1,44,0,251,4,37,365,74,1
1491,41,0,2,2712,20,44,1,391,28,15,345,53,0
1492,30,1,3,6720,13,25,1,186,15,18,468,7,1
1493,59,0,1,5057,15,38,1,682,1,45,147,68,0
1494,43,1,4,3021,12,34,0,13,13,41,260,73,1
1495,23,1,1,5954,5,39,1,182,16,95,269,58,0
1496,33,0,3,7007,12,43,1,690,49,66,399,7,1
1497,55,0,4,2650,13,10,0,758,13,55,272,13,0
1498,64,0,1,5439,8,15,0,81,42,2,362,38,0
1499,28,0,1,8186,20,21,1,74,14,99,255,40,0
1500,53,1,3,8162,1,19,0,89,43,55,213,60,1
1501,63,1,1,8569,15,1,0,990,16,20,16,48,0
1502,61,0,1,2749,12,4,1,623,33,81,381,92,1
1503,66,0,2,9168,11,41,0,802,15,85,435,65,0
1504,44,0,3,3671,2,37,1,856,9,1,253,30,1
1505,49,1,1,9005,6,11,0,560,13,9,34,66,1
1506,63,1,4,3845,10,41,1,846,15,56,372,49,1
1507,47,1,1,7715,7,49,0,405,19,45,412,48,1
1508,59,1,4,9395,7,1,0,736,48,36,291,34,1
1509,23,1,1,6239,12,24,0,588,20,93,323,26,0
1510,36,0,1,9175,20,24,1,231,47,8,336,37,1
1511,52,0,3,3681,7,24,0,246,21,87,16,71,0
1512,33,1,4,2430,1,22,1,368,46,22,494,99,0
1513,42,0,3,6258,14,42,0,188,4,19,462,85,1
1514,58,0,2,4556,1,44,1,288,5,31,151,82,0
1515,50,1,4,6812,12,37,0,643,20,36,83,52,1
1516,45,0,3,1869,16,10,0,747,29,53,177,61,0
1517,67,0,1,9431,13,42,1,608,11,75,368,49,1
1518,29,1,1,5519,13,25,0,306,45,69,123,63,0
1519,43,1,1,5555,10,48,1,515,45,82,250,76,1
1520,62,0,1,8908,10,31,1,957,30,73,471,19,1
1521,29,1,3,3014,6,34,1,56,15,67,39,43,1
1522,49,1,1,9663,13,31,0,22,39,91,382,88,0
1523,20,1,1,7870,5,18,0,242,34,76,103,89,0
1524,61,1,3,9758,14,42,1,821,35,72,464,62,1
1525,31,0,3,6359,6,40,0,248,48,61,170,33,1
1526,70,0,2,6892,14,38,0,985,12,74,43,75,1
1527,43,1,4,2801,13,25,1,446,32,67,388,45,1
1528,56,1,2,2733,16,18,0,337,11,24,44,50,0
1529,35,0,2,2551,18,4,1,310,7,66,266,14,0
1530,37,1,3,2451,17,30,0,597,19,87,41,14,0
1531,26,1,1,8461,1,6,0,443,25,87,365,62,1
1532,20,0,2,7762,19,29,1,695,31,18,32,47,1
1533,63,0,2,3921,4,2,0,308,20,6,47,70,0
1534,20,0,2,4438,13,37,1,961,49,59,449,21,1
1535,45,0,3,2055,12,38,1,561,2,91,478,66,0
1536,55,1,4,1404,19,27,0,88,21,25,488,44,1
1537,57,0,2,1066,15,40,1,3,6,4,277,10,0
1538,49,1,4,4728,7,35,0,912,14,31,378,5,1
1539,60,0,3,3939,13,20,0,585,38,70,285,91,0
1540,51,1,2,8742,12,50,1,99,39,9,34,95,1
1541,23,1,3,9031,18,42,1,942,28,87,82,75,0
1542,30,1,4,8861,13,36,1,252,26,84,240,80,0
1543,31,1,1,8183,3,11,1,936,10,23,417,29,0
1544,68,0,4,3880,16,18,0,137,33,21,223,57,1
1545,37,1,4,2592,2,49,0,469,42,88,154,93,1
1546,24,1,3,8063,6,40,1,772,9,93,216,92,0
1547,62,1,4,1738,14,43,0,390,41,22,155,31,1
1548,49,1,3,5326,4,14,0,461,10,78,187,38,0
1549,46,1,3,6755,7,45,1,138,4,31,367,97,0
1550,34,1,3,2642,20,29,1,746,41,24,292,2,1
1551,35,1,2,2556,1,21,1,406,37,80,77,30,0
1552,59,0,2,1419,14,43,1,915,28,11,266,70,1
1553,51,1,4,5326,12,47,0,250,42,45,31,28,1
1554,66,1,3,3111,19,41,0,701,42,59,211,70,1
1555,60,0,1,1977,18,14,1,249,41,50,366,64,0
1556,48,0,2,3288,3,50,0,820,36,91,102,11,1
1557,60,0,3,3473,7,15,0,989,47,28,308,50,1
